"(-0.03, 0.39, -0.09, 0.47, -0.18)","(array([3.4802, 0.749 , 0.25  ]), array([0.    , 0.    , 0.2763, 0.9611]))"
"(-0.0299, 0.39, -0.09, 0.4701, 0.33)","(array([2.7203, 2.1642, 0.25  ]), array([0.    , 0.    , 0.51  , 0.8602]))"
"(-0.03, 0.27, -0.09, 0.47, 0.33)","(array([2.9403, 1.951 , 0.25  ]), array([0.    , 0.    , 0.4574, 0.8893]))"
"(-0.36, 0.27, -0.09, 0.47, 0.33)","(array([3.0518, 1.8417, 0.25  ]), array([0.    , 0.    , 0.305 , 0.9523]))"
"(0.37, 0.27, -0.09, 0.47, 0.33)","(array([2.7673, 2.0262, 0.25  ]), array([0.    , 0.    , 0.6249, 0.7807]))"
"(0.3701, 0.2702, -0.0898, -0.4398, 0.3302)","(array([3.4004, 1.2254, 0.25  ]), array([0.    , 0.    , 0.2185, 0.9758]))"
"(0.37, 0.27, -0.09, -0.44, 0.22)","(array([3.517, 0.886, 0.25 ]), array([0.    , 0.    , 0.1643, 0.9864]))"
"(0.37, 0.27, -0.46, -0.44, 0.22)","(array([3.538 , 0.2039, 0.25  ]), array([ 0.    ,  0.    , -0.0201,  0.9998]))"
"(0.3701, 0.2701, -0.4599, -0.4399, -0.1999)","(array([ 3.3477, -1.0979,  0.25  ]), array([ 0.    ,  0.    , -0.2278,  0.9737]))"
"(-0.08, 0.27, -0.46, -0.44, -0.2)","(array([ 3.2151, -1.2639,  0.25  ]), array([ 0.    ,  0.    , -0.4394,  0.8983]))"
"(-0.08, 0.27, -0.03, -0.44, -0.2)","(array([ 3.5743, -0.5633,  0.25  ]), array([ 0.    ,  0.    , -0.2376,  0.9714]))"
"(-0.08, 0.27, -0.03, -0.44, -0.07)","(array([ 3.6204, -0.1459,  0.25  ]), array([ 0.    ,  0.    , -0.1742,  0.9847]))"
"(-0.08, 0.07, -0.03, -0.44, -0.07)","(array([ 3.551 , -0.6452,  0.25  ]), array([ 0.    ,  0.    , -0.2715,  0.9624]))"
"(-0.08, 0.07, -0.03, -0.44, 0.28)","(array([3.5805, 0.4786, 0.25  ]), array([ 0.    ,  0.    , -0.0999,  0.995 ]))"
"(-0.08, -0.27, -0.03, -0.44, 0.28)","(array([ 3.5308, -0.3752,  0.25  ]), array([ 0.    ,  0.    , -0.2668,  0.9637]))"
"(-0.0799, -0.27, -0.03, -0.44, -0.08)","(array([ 3.1974, -1.4583,  0.25  ]), array([ 0.    ,  0.    , -0.4349,  0.9005]))"
"(-0.08, 0.17, -0.03, -0.44, -0.08)","(array([ 3.5941, -0.4291,  0.25  ]), array([ 0.    ,  0.    , -0.2279,  0.9737]))"
